"OrderLineID","OrderID","CustomerID","ProductID","OrderDate","Qty","UnitDiscountPercent","ExtRevenue"
1,71753,17512,4755,2009-01-01,1,"0.12",75.4336
1,76954,3819,2821,2009-01-01,1,"NULL",79.72
1,15743,23733,790,2009-01-01,1,"NULL",100.78
1,78164,24372,2284,2009-01-01,3,"NULL",751.11
1,24,34851,7862,2009-01-01,1,"NULL",454.52
1,25,35529,5322,2009-01-01,1,"NULL",480.54
2,27,32551,2715,2009-01-01,1,"NULL",137.26
1,27,32551,147,2009-01-01,1,"NULL",375.43
1,69736,7254,5451,2009-01-01,1,"0.12",131.4984
1,69483,15543,2765,2009-01-01,1,"NULL",261.11
1,26,33577,7531,2009-01-01,1,"NULL",362.71
1,15646,17652,3013,2009-01-01,1,"0.16",295.7388
2,15646,17652,3543,2009-01-01,2,"0.16",144.9
2,26,33577,6543,2009-01-01,1,"NULL",410.83
1,32,28711,5619,2009-01-01,2,"NULL",543.16
1,15653,22376,4330,2009-01-01,1,"NULL",62.23
2,33,30373,1341,2009-01-01,1,"NULL",351.78
2,83977,20607,2923,2009-01-01,1,"NULL",264.06
1,33,30373,7632,2009-01-01,1,"NULL",27.09
1,86910,4230,1057,2009-01-01,1,"NULL",243.43
1,83977,20607,3591,2009-01-01,1,"NULL",130.53
1,29,33968,5801,2009-01-01,1,"NULL",187.64
1,28,34363,3313,2009-01-01,1,"NULL",240.73
1,30,28392,2474,2009-01-01,1,"NULL",253.67
1,64238,13930,2178,2009-01-01,1,"NULL",223.94
2,30,28392,6972,2009-01-01,1,"NULL",327.76
1,65909,19627,3450,2009-01-01,1,"NULL",282.27
1,64515,17526,1260,2009-01-01,1,"0.01",124.3242
1,75739,13715,302,2009-01-01,1,"NULL",356.84
1,94556,21470,943,2009-01-01,1,"NULL",169.62
3,33,30373,3681,2009-01-01,1,"NULL",335.67
1,68510,20647,2294,2009-01-01,1,"NULL",485.22
1,16369,21932,1995,2009-01-01,1,"NULL",64.42
1,16066,20087,5411,2009-01-02,1,"NULL",24.04
1,16370,23166,4358,2009-01-02,1,"NULL",201.41
1,95717,13664,3478,2009-01-02,1,"NULL",138.21
1,68477,18967,3248,2009-01-02,1,"NULL",70.06
1,72744,6325,7996,2009-01-02,1,"NULL",256.8
1,76087,15505,7041,2009-01-02,1,"NULL",303.31
1,16372,23720,1090,2009-01-02,3,"NULL",278.64
1,90921,6146,7446,2009-01-02,4,"NULL",1151
1,84140,2884,2515,2009-01-02,1,"NULL",379.27
1,92452,11756,3745,2009-01-02,1,"NULL",238.8
1,69359,23909,5160,2009-01-02,1,"NULL",130.62
1,1065,28119,7849,2009-01-02,1,"NULL",102.22
1,1064,32723,3562,2009-01-02,1,"NULL",93.27
1,1062,34732,2734,2009-01-02,1,"NULL",88.6
1,1063,35017,1244,2009-01-02,3,"NULL",2.46
1,93152,23348,1614,2009-01-02,1,"NULL",128.51
2,1066,25301,1822,2009-01-02,1,"0.25",124.8825
1,1066,25301,7935,2009-01-02,1,"0.25",130.0275
1,1059,26219,7220,2009-01-02,2,"0.35",587.457
1,1060,30469,4121,2009-01-02,1,"NULL",172.68
1,63541,13944,3669,2009-01-02,4,"NULL",1725.28
1,2126,27041,5042,2009-01-03,1,"0.27",279.9988
2,2126,27041,106,2009-01-03,1,"0.27",259.0478
1,2125,29333,2495,2009-01-03,1,"NULL",94.1
3,2127,28159,4120,2009-01-03,1,"NULL",270.1
2,2127,28159,3038,2009-01-03,1,"NULL",295.34
1,2127,28159,6252,2009-01-03,2,"NULL",399.24
1,2132,29768,5324,2009-01-03,3,"NULL",207.36
1,2133,30550,2832,2009-01-03,1,"NULL",88.15
1,2109,25357,3697,2009-01-03,1,"0.17",387.6515
1,15953,22610,810,2009-01-03,1,"NULL",113.8
1,2129,28008,6206,2009-01-03,1,"NULL",296.65
1,2130,27308,7002,2009-01-03,1,"NULL",162.11
1,2131,29816,7369,2009-01-03,2,"NULL",174.42
1,2123,28104,1615,2009-01-03,1,"NULL",191.95
1,2122,27957,3701,2009-01-03,1,"NULL",411.68
2,2122,27957,2216,2009-01-03,1,"NULL",471.77
1,84197,19919,2937,2009-01-03,1,"NULL",185.6
1,84813,3023,1402,2009-01-03,1,"NULL",467.3
1,78517,9738,4634,2009-01-03,1,"NULL",67.66
1,2120,31446,1550,2009-01-03,1,"NULL",411.33
2,84813,3023,3125,2009-01-03,1,"NULL",339.82
1,2118,31142,1081,2009-01-03,1,"NULL",272.86
1,2119,31552,1969,2009-01-03,1,"NULL",489.09
1,2113,32682,4533,2009-01-03,1,"NULL",172.88
1,64786,24339,5665,2009-01-03,1,"NULL",269.39
1,2112,35376,6860,2009-01-03,1,"NULL",169.96
1,2111,31085,2125,2009-01-03,1,"NULL",14.82
1,2110,25738,1383,2009-01-03,1,"0.3",322.952
1,2116,30843,6314,2009-01-03,1,"NULL",458.59
1,16265,22875,4357,2009-01-03,1,"NULL",467.46
1,2117,31501,2615,2009-01-03,1,"NULL",332.43
1,63784,20096,4797,2009-01-03,1,"NULL",74.58
1,2114,33820,6705,2009-01-03,1,"NULL",442.96
2,64786,24339,4691,2009-01-03,1,"NULL",167.69
1,2392,26356,5714,2009-01-04,1,"0.13",36.2877
1,91662,22542,5442,2009-01-04,3,"NULL",347.16
1,2115,34917,3536,2009-01-04,1,"NULL",43.23
1,2393,26308,7091,2009-01-04,1,"0.01",372.8637
1,80725,22230,951,2009-01-04,3,"NULL",563.88
1,2394,26530,3764,2009-01-04,1,"0.15",16.201
1,2388,30248,468,2009-01-04,1,"NULL",21.63
1,2389,29787,7866,2009-01-04,1,"NULL",149.87
1,2390,30180,7668,2009-01-04,1,"NULL",132.38
1,87252,17338,1485,2009-01-04,1,"0.34",271.3062
1,2391,29270,5429,2009-01-04,1,"NULL",313.22
2,87252,17338,3947,2009-01-04,2,"0.34",644.7672
