"OrderLineID","OrderID","CustomerID","ProductID","OrderDate","Qty","UnitDiscountPercent","ExtRevenue"
2,75243,17551,4134,2010-01-01,1,"0.31",303.9174
1,36,37568,606,2010-01-01,1,"0.33",165.892
1,68609,33043,697,2010-01-01,1,"NULL",210.25
1,75243,17551,1207,2010-01-01,1,"0.31",147.522
1,34,38239,6432,2010-01-01,1,"0.28999999999999998",47.2718
2,87923,29458,6156,2010-01-01,1,"NULL",146.05
1,78330,7021,1549,2010-01-01,1,"0.11",63.6439
1,73087,9386,6012,2010-01-01,3,"NULL",913.65
1,38,46398,2589,2010-01-01,1,"NULL",240.28
1,72151,1683,6609,2010-01-01,1,"NULL",309.67
1,87826,14143,6351,2010-01-01,1,"NULL",364.27
1,40,46785,6072,2010-01-01,1,"NULL",23.56
1,41,38155,7023,2010-01-01,2,"7.0000000000000007E-2",618.4686
1,91818,22347,5358,2010-01-01,1,"NULL",241.39
1,70029,26496,3512,2010-01-01,1,"NULL",317.83
1,42,38505,1431,2010-01-01,1,"0.16",114.3072
1,76751,33790,3326,2010-01-01,1,"NULL",109.77
2,42,38505,3018,2010-01-01,1,"0.16",230.538
1,69020,14585,5569,2010-01-01,3,"NULL",269.91
1,74066,33868,2727,2010-01-01,1,"NULL",332.38
2,76751,33790,812,2010-01-01,4,"NULL",368.48
1,43,38359,1137,2010-01-01,1,"0.18",351.1568
1,68212,29972,4395,2010-01-01,1,"NULL",155.77
1,44,40096,1566,2010-01-01,1,"NULL",367.63
3,76751,33790,7597,2010-01-01,1,"NULL",36.19
1,71222,6113,535,2010-01-01,1,"NULL",249.84
2,43,38359,7763,2010-01-01,1,"0.18",318.9472
1,87923,29458,4397,2010-01-01,1,"NULL",90.25
1,73583,30480,988,2010-01-01,1,"NULL",55.35
1,65919,33533,7962,2010-01-01,1,"NULL",405.94
2,65919,33533,1314,2010-01-01,1,"NULL",189
2,73583,30480,4224,2010-01-01,1,"NULL",392.9
1,70826,43,535,2010-01-01,1,"0.25",187.38
